Conta;Classificação;Tipo;Nome da conta contábil;Saldo anterior;Débito;Crédito;Saldo atual
664;01.01.001.004.008.001;;Aplicação Banco Itaú S/A;110.074,24;7,79;109.364,94;717,09
681;01.01.001.004.017;C;Aplicação Banco Safra S/A;3.901,05;81.501,53;81.902,43;3.500,15
682;01.01.001.004.017.001;;Aplicação Banco Safra S/A;3.901,05;81.501,53;81.902,43;3.500,15
782;01.01.002;T;APLICAÇÕES FINANCEIRAS;473.136,94;2.628.943,72;2.940.566,59;161.514,07
24;01.01.002.001;T;APLICAÇÕES FINANCEIRAS DE RENDA FIXA;473.136,94;2.628.943,72;2.940.566,59;161.514,07
685;01.01.002.001.003;C;Fundo/CDB Banco Bradesco S/A;473.136,94;2.628.943,72;2.940.566,59;161.514,07
686;01.01.002.001.003.001;;Fundo/CDB Banco Bradesco S/A;473.136,94;2.628.943,72;2.940.566,59;161.514,07
14;01.01.003;T;CLIENTES A RECEBER;19.842.604,75;28.128.053,54;20.191.374,33;27.779.283,96
15;01.01.003.001;T;CLIENTES NACIONAIS;19.842.604,75;28.128.053,54;20.191.374,33;27.779.283,96
16;01.01.003.001.000569999;;3b Mini Mercado E Padaria Ltda;14.192,18;0,00;14.192,18;0,00
16;01.01.003.001.000416883;;A R Filho & Cia Ltda (fortaleza);0,00;28.944,77;0,00;28.944,77
16;01.01.003.001.000428193;;Adoratto Supermercado Ltda;0,00;12.856,27;0,00;12.856,27
16;01.01.003.001.000185617;;Aguiar Azevedo Empreendimentos Ltda;14.580,51;14.580,51;14.580,51;14.580,51
16;01.01.003.001.000803819;;Amara Supermercados Ltda;0,00;12.749,42;0,00;12.749,42
16;01.01.003.001.000254201;;Americanas S.a;530.709,31;860.167,22;530.709,31;860.167,22
16;01.01.003.001.000132306;;Armazem Do Grao Ltda;260.962,36;347.870,78;278.090,26;330.742,88
16;01.01.003.001.000563882;;Armazém Mateus S.a;49.169,86;8.058,24;49.169,86;8.058,24
16;01.01.003.001.000251149;;Atacado De Alimentos Gc Ltda;44.418,38;6.346,14;43.729,90;7.034,62
16;01.01.003.001.000647196;;Ataq Distribuição E Logistica Ltda;35.854,85;0,00;35.198,78;656,07
16;01.01.003.001.000321447;;Atlas Rio Distribuidora Ltda;124.360,55;215.575,25;181.464,42;158.471,38
16;01.01.003.001.000004029;;Barcelos & Cia Ltda;190.673,28;352.470,00;128.803,84;414.339,44
16;01.01.003.001.000647195;;Bc Alimentos E Bebidas Ltda;8.615,71;0,00;8.615,71;0,00
16;01.01.003.001.000128008;;Bem Que Tem Hortifruti Ltda;13.635,77;21.018,32;13.635,77;21.018,32
16;01.01.003.001.000004009;;Big Mais Supermercados Ltda;238.179,84;202.715,95;238.638,22;202.257,57
16;01.01.003.001.000637198;;Bistek Supermercados Ltda;870.269,56;1.651.512,31;876.617,43;1.645.164,44
16;01.01.003.001.000004184;;Bom Vizinho Distribuidora De Alimentos Ltda.;263.000,14;281.003,84;152.592,14;391.411,84
16;01.01.003.001.000249694;;Brasao Supermercados S/a;288.433,32;639.285,82;425.232,29;502.486,85
16;01.01.003.001.000314305;;Brasil Kosher Foods Ltda;0,00;5.986,07;5.986,07;0,00
16;01.01.003.001.000487582;;Cabral E Maia Ltda;23.653,63;30.749,72;54.403,35;0,00
16;01.01.003.001.000059945;;Casa Avenida Comercio E Importacao S.a.;18.295,42;8.148,61;18.295,42;8.148,61
16;01.01.003.001.000004064;;Casa Deliza Ltda.;347.019,33;940.721,81;672.177,67;615.563,47
16;01.01.003.001.000004054;;Casa Santa Luzia Importadora Ltda;505.641,81;437.585,52;801.132,01;142.095,32
16;01.01.003.001.000004035;;Center Vila Comercio De Alimentos Ltda;31.411,99;45.576,56;48.380,29;28.608,26
16;01.01.003.001.000490621;;Centerbox Lanchonete E Restaurante;0,00;29.715,56;29.715,56;0,00
16;01.01.003.001.000562934;;Central De Negócios E Alimentos Rede Top Ltda;0,00;23.653,64;0,00;23.653,64
16;01.01.003.001.000004063;;Cesta Basica Olindense Ltda;277.015,17;328.825,11;252.761,03;353.079,25
16;01.01.003.001.000004075;;Club Med Brasil S/a;18.166,84;0,00;18.166,84;0,00
16;01.01.003.001.000004066;;Comcarne Comercial De Carne Ltda.;323.734,30;484.446,14;77.892,93;730.287,51
16;01.01.003.001.000004004;;Comercial Casa Dos Frios Ltda;52.283,29;107.682,71;43.185,10;116.780,90
16;01.01.003.001.000129698;;Comercial Celeiro Ltda;0,00;11.826,82;0,00;11.826,82
16;01.01.003.001.000058511;;Comercial Dahana Limitada;147.475,68;351.579,26;295.408,80;203.646,14
16;01.01.003.001.000150455;;Comercial De Alimentos De Angelina Ltda;0,00;37.845,81;0,00;37.845,81
16;01.01.003.001.000004005;;Comercial Gama Ltda;116.585,47;72.564,04;82.647,96;106.501,55
16;01.01.003.001.000562297;;Comercial Zaffari Ltda;1.042.987,14;3.351.551,48;1.706.679,36;2.687.859,26
16;01.01.003.001.000135387;;Companhia Sulamericana De Distribuicao;34.886,66;100.579,02;34.886,66;100.579,02
16;01.01.003.001.000317161;;Condor Super Center Ltda;141.921,78;18.922,91;141.921,78;18.922,91
16;01.01.003.001.000119512;;Cooperativa De Producao E Abastecimento Do Vale Do Itajai;284.447,14;904.783,28;310.185,87;879.044,55
16;01.01.003.001.000647188;;Coosuper Distribuição E Logistica Sa;0,00;41.601,80;20.800,90;20.800,90
16;01.01.003.001.000859047;;D F M Da Silva Ltda;0,00;2.873,07;0,00;2.873,07
16;01.01.003.001.000132305;;Distribuidora Itabaiana Ltda;15.376,63;0,00;0,00;15.376,63
16;01.01.003.001.000317162;;Dj Comercio Varejo De Generos Alimenticios Ltda - (prático S;0,00;14.857,79;0,00;14.857,79
16;01.01.003.001.000003983;;Dona De Casa S/a;247.689,60;539.557,38;166.209,55;621.037,43
16;01.01.003.001.000121466;;Drift Comercio De Alimentos S/a.;23.653,62;19.124,14;23.653,62;19.124,14
16;01.01.003.001.000004080;;Dva Comercio Atacadista De Alimentos Ltda;87.184,03;471.821,11;119.799,26;439.205,88
16;01.01.003.001.000132351;;Ean Transportes De Cargas Ltda;4.938,60;0,00;0,00;4.938,60
16;01.01.003.001.000004034;;Emporio & Wine Bar Corporate Ltda;8.562,68;18.411,52;26.974,20;0,00
16;01.01.003.001.000000197;;Emporio Milao Ltda;105.022,11;0,00;105.022,11;0,00
16;01.01.003.001.000129700;;Emporio Sao Jose Indaiatuba Ltda;42.697,29;110.228,89;72.409,79;80.516,39
16;01.01.003.001.000185358;;Estivas Novo Prado Ltda (recibom);0,00;12.712,58;0,00;12.712,58
16;01.01.003.001.000004071;;F 2 Importacao E Exportacao De Produtos Alimenticios Ltda;139.712,19;355.768,00;139.712,19;355.768,00
16;01.01.003.001.000425360;;Farid Varejo Ltda;309.295,05;197.914,73;507.209,78;0,00
16;01.01.003.001.000128006;;Fenner & Cia Ltda;0,00;23.653,63;0,00;23.653,63
16;01.01.003.001.000132316;;Fg Rep Ltda;10.944,50;16.637,52;27.582,02;0,00
16;01.01.003.001.000320355;;Frigo Frios Alimentos Ltda;0,00;8.988,38;0,00;8.988,38
16;01.01.003.001.000859045;;Futuro Nor E Nor Comercio De Alimentos Ltda;0,00;5.491,88;0,00;5.491,88
16;01.01.003.001.000144898;;Giassi & Cia Ltda;0,00;19.395,98;0,00;19.395,98
16;01.01.003.001.000004039;;Girus Mercantil Ltda;1.043.055,08;1.429.072,44;1.482.715,01;989.412,51
16;01.01.003.001.000576128;;Hiper Select Supermercados Ltda;0,00;35.734,91;0,00;35.734,91
16;01.01.003.001.000003988;;Hiperideal Empreendimentos Ltda;303.759,47;185.064,33;270.675,31;218.148,49
16;01.01.003.001.000003974;;Hippo Supermercados Ltda;1.794.576,92;1.072.848,62;629.374,79;2.238.050,75
16;01.01.003.001.000004024;;Hm Hm Supermercados Ltda;169.696,44;294.063,33;285.469,14;178.290,63
16;01.01.003.001.000004026;;Hm Supermercados Ltda;47.285,77;134.671,16;114.435,63;67.521,30
16;01.01.003.001.000428166;;Hortifrutas Nobre Ltda;29.715,57;0,00;29.715,57;0,00
16;01.01.003.001.000803817;;Hsa Distribuição Ltda;0,00;94.614,52;0,00;94.614,52
16;01.01.003.001.000424325;;Irmãos Andreazza Ltda;0,00;65.524,67;0,00;65.524,67
16;01.01.003.001.000054075;;Irmaos Goncalves Comercio E Industria Ltda.;100.799,97;96.218,15;100.799,97;96.218,15
16;01.01.003.001.000252718;;Irmaos Muffato S.a;73.537,15;162.496,94;18.803,03;217.231,06
16;01.01.003.001.000129073;;Italo Supermercados Ltda;0,00;45.639,76;0,00;45.639,76
16;01.01.003.001.000001494;;Itapoa Supermercado Ltda.;171.919,56;504.545,51;254.019,30;422.445,77
16;01.01.003.001.000059089;;Jad Zogheib & Cia Ltda;216.331,97;0,00;216.331,97;0,00
16;01.01.003.001.000563474;;Jaqueline Garcia Da Silva Ltda;17.336,73;16.557,54;16.557,54;17.336,73
16;01.01.003.001.000004204;;Jwcb Hortifruti Ltda;0,00;398.298,58;223.428,59;174.869,99
16;01.01.003.001.000004088;;Km 52 Imports Ltda;8.562,68;15.327,74;18.265,65;5.624,77
16;01.01.003.001.000121106;;Koch Hipermercado S/a;322.800,36;276.954,21;322.800,36;276.954,21
16;01.01.003.001.000193281;;Koltun & Colatusso Ltda;187.263,76;419.516,42;251.739,40;355.040,78
16;01.01.003.001.000140372;;L & G Alimentos Do Brasil Ltda;0,00;9.163,63;0,00;9.163,63
16;01.01.003.001.000004067;;Laticinios Marcelo Ltda;41.388,22;86.501,43;94.418,17;33.471,48
16;01.01.003.001.000320358;;Líder Comercio E Industria Ltda;66.230,17;0,00;66.230,17;0,00
16;01.01.003.001.000004072;;Lm Distribuidora De Bebidas & Cia. Ltda.;5.238,91;9.409,28;14.648,19;0,00
16;01.01.003.001.000135366;;Lwa Comercial Ltda;0,00;36.979,34;0,00;36.979,34
16;01.01.003.001.000249170;;M&g Distribuidora Ltda;114.483,58;114.483,58;114.483,58;114.483,58
16;01.01.003.001.000647191;;Maglioni Ribeiro & Cia Ltda;0,00;29.715,56;0,00;29.715,56
16;01.01.003.001.000803822;;Maiolini Supermercados Ltda;0,00;14.857,79;0,00;14.857,79
16;01.01.003.001.000567069;;Mariano Ivasko & Cia. Ltda.;0,00;35.354,77;0,00;35.354,77
16;01.01.003.001.000647193;;Master Ats Supermercados Ltda;0,00;23.653,64;0,00;23.653,64
16;01.01.003.001.000487397;;Mata Norte Alimentos Ltda;6.711,01;3.091,48;158,54;9.643,95
16;01.01.003.001.000121833;;Mateus Supermercados S.a.;78.244,48;60.679,52;51.877,01;87.046,99
16;01.01.003.001.000803820;;Mercadinho Padre Nicolau Ltda;0,00;11.886,22;0,00;11.886,22
16;01.01.003.001.000140378;;Mercantil Nova Era Ltda;680.779,31;231.447,43;305.772,80;606.453,94
16;01.01.003.001.000004025;;Mhm Supermercados Ltda.;23.456,44;92.795,08;88.927,26;27.324,26
16;01.01.003.001.000317167;;Mikami E Zenji Mercearia Ltda - (quitanda Maria 2);18.552,02;0,00;18.552,02;0,00
16;01.01.003.001.000859046;;Milton Binsfeld & Cia Ltda;0,00;11.826,82;0,00;11.826,82
16;01.01.003.001.000803823;;Moacyr Sm Comercio Ltda;0,00;14.857,79;0,00;14.857,79
16;01.01.003.001.000004061;;Moustache Beams Ltda;510.230,61;570.720,81;62.971,16;1.017.980,26
16;01.01.003.001.000803828;;N F Supermercados Ltda;0,00;22.318,05;0,00;22.318,05
16;01.01.003.001.000053997;;Novaera Sul Representacoes Ltda;0,00;90.356,87;90.356,87;0,00
16;01.01.003.001.000004011;;Octaviano Zandonai & Cia Ltda;302.668,48;495.343,74;383.967,02;414.045,20
16;01.01.003.001.000004002;;Onivino Comercio E Distribuicao De Vinhos Ltda;228.751,10;0,00;0,00;228.751,10
16;01.01.003.001.000004036;;Orbis Distribuicao De Alimentos Ltda.;849.653,18;396.778,06;502.944,05;743.487,19
16;01.01.003.001.000317168;;Organização De Cereais Monlevade Ltda;0,00;23.772,45;0,00;23.772,45
16;01.01.003.001.000428184;;Organizacoes Jmf Ltda - (supermercados Do Vale);29.715,56;0,00;29.715,56;0,00
16;01.01.003.001.000251707;;Oriundi Supermercados Ltda;0,00;23.653,63;0,00;23.653,63
16;01.01.003.001.000024334;;Osvaldo Perim Supermercados Ltda;23.653,63;0,00;23.653,63;0,00
16;01.01.003.001.000424316;;Padaria E Confeitaria Super Marte Ltda (marte Pães);6.376,58;0,00;6.376,58;0,00
16;01.01.003.001.000129703;;Panatura Industria E Comercio De Alimentos Ltda;0,00;5.472,19;0,00;5.472,19
16;01.01.003.001.000004078;;Pappa Imports Ltda;0,00;29.970,92;0,00;29.970,92
16;01.01.003.001.000004177;;Plig Bar & Comercio Ltda.;0,00;23.452,36;0,00;23.452,36
16;01.01.003.001.000193282;;Quartetto Supermercados Ltda;47.313,64;63.752,04;47.803,02;63.262,66
16;01.01.003.001.000128009;;R2 Tudo De Conveniencia Ltda;93.202,65;177.652,53;94.204,75;176.650,43
16;01.01.003.001.000004003;;Rb Comercio E Atacado De Alimentos E Bebidas Ltda;331.967,86;184.471,77;185.061,63;331.378,00
16;01.01.003.001.000791103;;Rcj Comercio De Produtos Hortifrutigranjeiros Ltda;7.992,65;0,00;0,00;7.992,65
16;01.01.003.001.000003989;;Rede De Distribuicao Zeferino Ltda;359.202,78;340.875,37;360.009,25;340.068,90
16;01.01.003.001.000004010;;Rio Tama Distribuidora Ltda;150.954,09;323.318,50;226.892,69;247.379,90
16;01.01.003.001.000568926;;Rio Vermelho Distribuicao De Alimentos;0,00;74.372,18;0,00;74.372,18
16;01.01.003.001.000490619;;Rmix Comercio De Gêneros Alimentícios Ltda;1.027.393,02;96.249,51;1.093.428,50;30.214,03
16;01.01.003.001.000487595;;Sacolão Castelo Ltda;20.800,89;0,00;20.800,89;0,00
16;01.01.003.001.000191479;;Santa Therezinha Atacadista De Produtos Alimenticios Ltda;70.960,89;70.960,89;70.960,89;70.960,89
16;01.01.003.001.000803833;;Sendas Distribuidora S.a;0,00;583,76;0,00;583,76
16;01.01.003.001.000803816;;Strapasson Comercio De Alimentos Ltda;0,00;11.035,17;0,00;11.035,17
16;01.01.003.001.000803821;;Super Mercado Pilar Ltda;0,00;17.829,34;0,00;17.829,34
16;01.01.003.001.000004033;;Super Mercado Sao Roque Ltda.;618.708,36;1.102.305,49;744.417,51;976.596,34
16;01.01.003.001.000004224;;Super Mercado Zona Sul S A;0,00;159.367,88;0,00;159.367,88
16;01.01.003.001.000004068;;Superdeli Industria E Comercio De Alimentos Ltda;65.386,82;90.700,68;111.686,23;44.401,27
16;01.01.003.001.000132301;;Supermercado Brj Ltda;46.348,83;325.556,18;49.463,21;322.441,80
16;01.01.003.001.000003984;;Supermercado E Restaurante Jva Ltda;31.986,25;70.442,18;72.246,51;30.181,92
16;01.01.003.001.000424328;;Supermercado Luzitana Industria E Comercio De Alimentos Ltda;149.711,39;117.134,13;101.547,13;165.298,39
16;01.01.003.001.000003985;;Supermercado Meschke Ltda;247.540,68;332.251,00;266.587,72;313.203,96
16;01.01.003.001.000426076;;Supermercado Nardelli Ltda;35.279,55;83.259,14;35.279,55;83.259,14
16;01.01.003.001.000803818;;Supermercado Santa Marta Ltda;0,00;7.992,65;0,00;7.992,65
16;01.01.003.001.000011435;;Supermercado Silveira Ltda;23.653,63;0,00;23.653,63;0,00
16;01.01.003.001.000058811;;Supermercado Superpao S/a;487.758,59;736.177,41;374.369,75;849.566,25
16;01.01.003.001.000248546;;Supermercado Vila Das Frutas Abraao De Morais - Lt;201.552,81;13.825,00;201.552,81;13.825,00
16;01.01.003.001.000004057;;Supermercados Archer Sa;165.253,89;316.322,96;186.758,83;294.818,02
16;01.01.003.001.000424323;;Supermercados Baleia Ltda;0,00;19.129,75;0,00;19.129,75
16;01.01.003.001.000004000;;Supermercados Beltrame Ltda.;170.022,91;243.547,43;311.991,93;101.578,41
16;01.01.003.001.000062085;;Supermercados Dalben Ltda;83.674,75;233.073,73;83.674,75;233.073,73
16;01.01.003.001.000004065;;Supermercados Jau Serve Ltda;28.843,58;373.055,71;63.496,20;338.403,09
16;01.01.003.001.000058898;;Supermercados Mambo Ltda.;542.241,60;782.995,50;453.155,05;872.082,05
16;01.01.003.001.000004014;;Supermercados Rex Ltda;29.120,93;26.781,61;39.086,54;16.816,00
16;01.01.003.001.000003164;;Taff Brasil Transportes Ltda;619,65;226,08;0,00;845,73
16;01.01.003.001.000000502;;Transwinter Transporte E Logistica Ltda.;0,00;158,54;0,00;158,54
16;01.01.003.001.000424329;;Tudocasa Importação E Comércio (ivasko);24.679,78;176.272,47;71.348,28;129.603,97
16;01.01.003.001.000857592;;Varmeling & Cia Ltda;0,00;17.242,47;17.242,47;0,00
16;01.01.003.001.000803830;;Vila Armazem Hortifruti Ltda;0,00;15.938,87;0,00;15.938,87
16;01.01.003.001.000129778;;Winelab Laboratorio De Analises Ltda;0,00;567,04;0,00;567,04
783;01.01.004;T;OUTROS CRÉDITOS;0,00;26.152.899,19;26.147.327,76;5.571,43
21;01.01.004.001;T;OUTROS VALORES A RECEBER;0,00;5.571,43;0,00;5.571,43
3287;01.01.004.001.004;;Compra com Entrega Futura;0,00;5.571,43;0,00;5.571,43
829;01.01.004.007;T;TRANSITÓRIA PAGAMENTOS DIVERSOS;0,00;26.147.327,76;26.147.327,76;0,00
830;01.01.004.007.001;;Transitória Pagamentos Diversos;0,00;26.147.327,76;26.147.327,76;0,00
784;01.01.005;T;ADIANTAMENTOS DIVERSOS;15.369.881,27;11.830.937,32;10.188.984,86;17.011.833,73
60;01.01.005.002;T;ADIANTAMENTOS A TERCEIROS;15.369.881,27;11.830.937,32;10.188.984,86;17.011.833,73
63;01.01.005.002.003;;Adiantamentos a Fornecedores Internacionais;15.230.868,31;11.785.445,06;10.049.676,05;16.966.637,32
37;01.01.005.002.002;;Adiantamentos a Fornecedores Nacionais;139.012,96;45.492,26;139.308,81;45.196,41
786;01.01.006;T;TRIBUTOS A COMPENSAR E RECUPERAR;3.449.153,22;3.472.366,87;3.215.533,26;3.705.986,83
40;01.01.006.001;T;TRIBUTOS E CONTRIBUIÇÕES A COMPENSAR;3.390.055,63;3.472.366,87;3.215.533,26;3.646.889,24
47;01.01.006.001.007;;COFINS a Recuperar;63.634,50;1.086.606,08;1.150.240,58;0,00
45;01.01.006.001.005;;CSLL Estimada a Recuperar;731.835,64;93.262,15;0,00;825.097,79
41;01.01.006.001.001;;ICMS a Recuperar;538.481,10;627.433,30;641.112,26;524.802,14
2654;01.01.006.001.015;;ICMS Crédito Presumido a Recuperar;0,00;769.142,98;769.142,98;0,00
619;01.01.006.001.012;;ICMS ST a Recuperar;17.055,30;41.003,86;41.003,86;17.055,30
42;01.01.006.001.002;;IPI a Recuperar;0,00;362.791,46;362.791,46;0,00
44;01.01.006.001.004;;IRPJ Estimado a Recuperar;2.018.075,36;230.359,67;0,00;2.248.435,03
2655;01.01.006.001.016;;IRRF S/ Aplicação Financeira;0,00;25.405,27;0,00;25.405,27
2706;01.01.006.001.019;;Outros Impostos a Recuperar;6.093,71;0,00;0,00;6.093,71
46;01.01.006.001.006;;PIS a Recuperar;14.880,02;236.362,10;251.242,12;0,00
2866;01.01.006.002;T;TRIBUTOS RECOLHIDO A MAIOR;59.097,59;0,00;0,00;59.097,59
2667;01.01.006.002.012;;ICMS ST Recolhido a Maior;51.402,19;0,00;0,00;51.402,19
2660;01.01.006.002.005;;IPI Recolhido a Maior;3.953,18;0,00;0,00;3.953,18
2662;01.01.006.002.007;;IRRF Recolhido a Maior;3.742,22;0,00;0,00;3.742,22
787;01.01.007;T;PROCESSO EM ANDAMENTO;359.113,70;14.207.400,55;14.149.200,61;417.313,64
788;01.01.007.001;T;PROCESSO EM ANDAMENTO;359.113,70;14.207.400,55;14.149.200,61;417.313,64
789;01.01.007.001.000650060;; Dom3977;15.019,66;0,00;0,00;15.019,66
789;01.01.007.001.000650057;; Dom3990;72.063,07;3.590,91;75.653,98;0,00
789;01.01.007.001.000650061;; Dom4026;29.622,03;0,00;29.622,03;0,00
789;01.01.007.001.000323471;;Dom2013;295,00;0,00;0,00;295,00
789;01.01.007.001.000569571;;Dom2078;186,50;0,00;0,00;186,50
789;01.01.007.001.000149722;;Dom2923.2;459,17;0,00;0,00;459,17
789;01.01.007.001.000805337;;Dom3106;0,00;48.474,81;48.474,81;0,00
789;01.01.007.001.000255861;;Dom3286;28.930,61;38.896,77;0,00;67.827,38
789;01.01.007.001.000650104;;Dom3317;0,00;285,59;285,59;0,00
789;01.01.007.001.000149743;;Dom3359;1.515,32;0,00;0,00;1.515,32
789;01.01.007.001.000426494;;Dom3384;0,00;1.212,75;1.212,75;0,00
789;01.01.007.001.000149741;;Dom3394;5.035,00;0,00;0,00;5.035,00
789;01.01.007.001.000854048;;Dom3467;0,00;110.505,49;110.505,49;0,00
789;01.01.007.001.000805346;;Dom3482;0,00;261.681,29;261.681,29;0,00
789;01.01.007.001.000791149;;Dom3497;0,00;4.068,46;4.068,46;0,00
789;01.01.007.001.000149729;;Dom3505;7.917,25;23.758,04;0,00;31.675,29
789;01.01.007.001.000805336;;Dom3518;0,00;6.955,40;0,00;6.955,40
789;01.01.007.001.000791152;;Dom3520;0,00;27.138,36;27.138,36;0,00
789;01.01.007.001.000323465;;Dom3521;560,00;0,00;0,00;560,00
789;01.01.007.001.000573863;;Dom3522;14.153,89;0,00;0,00;14.153,89
789;01.01.007.001.000573862;;Dom3541;1.716,50;0,00;0,00;1.716,50
789;01.01.007.001.000149742;;Dom3632;240,00;0,00;0,00;240,00
789;01.01.007.001.000149734;;Dom3682;250,00;0,00;0,00;250,00
789;01.01.007.001.000426484;;Dom3753;6.834,41;0,00;0,00;6.834,41
789;01.01.007.001.000149735;;Dom3780;250,00;0,00;0,00;250,00
789;01.01.007.001.000149720;;Dom3798;910,00;0,00;0,00;910,00
789;01.01.007.001.000429976;;Dom3815;34.092,73;173.515,81;207.608,54;0,00
789;01.01.007.001.000854052;;Dom3824;0,00;104.527,27;104.527,27;0,00
789;01.01.007.001.000805365;;Dom3828;0,00;166.199,52;166.199,52;0,00
789;01.01.007.001.000149717;;Dom3838;0,00;1.123,80;1.123,80;0,00
789;01.01.007.001.000805359;;Dom3883;0,00;58.512,54;58.512,54;0,00
789;01.01.007.001.000854049;;Dom3890;0,00;176.870,09;176.870,09;0,00
789;01.01.007.001.000650080;;Dom3893;0,00;21.134,24;21.134,24;0,00
789;01.01.007.001.000805335;;Dom3896;0,00;131.200,61;131.200,61;0,00
789;01.01.007.001.000791147;;Dom3901;0,00;3.231,74;3.231,74;0,00
789;01.01.007.001.000149723;;Dom3910;440,00;0,00;0,00;440,00
789;01.01.007.001.000149716;;Dom3913;455,00;0,00;0,00;455,00
789;01.01.007.001.000320744;;Dom3921;0,00;1.503,80;1.503,80;0,00
789;01.01.007.001.000426502;;Dom3928;0,00;1.350,00;1.350,00;0,00
789;01.01.007.001.000650071;;Dom3960;0,00;20.640,79;20.640,79;0,00
789;01.01.007.001.000255849;;Dom3967;2.200,00;65.607,99;67.807,99;0,00
789;01.01.007.001.000650432;;Dom3990;0,00;8.307,44;8.307,44;0,00
789;01.01.007.001.000650089;;Dom4002;0,00;2.307,58;2.307,58;0,00
789;01.01.007.001.000650065;;Dom4009;5.583,09;292.781,82;298.364,91;0,00
789;01.01.007.001.000861491;;Dom4014;0,00;10.658,39;0,00;10.658,39
789;01.01.007.001.000412659;;Dom4015;1.120,00;0,00;0,00;1.120,00
789;01.01.007.001.000805325;;Dom4017;0,00;6.155,34;470,53;5.684,81
789;01.01.007.001.000805354;;Dom4022;0,00;209.833,36;209.833,36;0,00
789;01.01.007.001.000791455;;Dom4026;0,00;116.478,97;116.478,97;0,00
789;01.01.007.001.000805339;;Dom4039;0,00;203.483,40;203.483,40;0,00
789;01.01.007.001.000805338;;Dom4040;0,00;201.078,91;201.078,91;0,00
789;01.01.007.001.000569132;;Dom4049;0,00;270,00;270,00;0,00
789;01.01.007.001.000791151;;Dom4068;0,00;11.440,94;11.440,94;0,00
789;01.01.007.001.000805333;;Dom4091;0,00;288.401,02;288.401,02;0,00
789;01.01.007.001.000805350;;Dom4101;0,00;151.227,14;151.227,14;0,00
789;01.01.007.001.000791154;;Dom4103;0,00;20.576,20;20.576,20;0,00
789;01.01.007.001.000564723;;Dom4106;6.873,19;60.692,43;67.565,62;0,00
789;01.01.007.001.000805352;;Dom4118;0,00;380.545,35;380.545,35;0,00
789;01.01.007.001.000805324;;Dom4126;0,00;198.148,49;198.148,49;0,00
789;01.01.007.001.000805360;;Dom4139;0,00;100.845,93;100.845,93;0,00
789;01.01.007.001.000650090;;Dom4143;9.006,90;0,00;10,00;8.996,90
789;01.01.007.001.000650069;;Dom4148;14.366,96;0,00;0,00;14.366,96
789;01.01.007.001.000805329;;Dom4151;0,00;11.832,99;0,00;11.832,99
789;01.01.007.001.000805340;;Dom4152;0,00;250.147,18;250.147,18;0,00
789;01.01.007.001.000650066;;Dom4158;0,00;3.447,05;3.447,05;0,00
